"Trial"	"Subject"	"StartPosition"	"EndPosition"	"DistToTarget"	"DistMoved"	"PressTime"	"AbsError"	"Error"	"Condition"	"Phase"	"Puck"	"Mass"
21	"RO10CH"	3.89502	NA	1.10498	NA	0.8399997	NA	NA	2	1	"PlainPuck"	NA
22	"RO10CH"	1.354914	NA	3.645086	NA	1.979999	NA	NA	2	1	"PlainPuck"	NA
23	"RO10CH"	1.267538	NA	3.732462	NA	1.559999	NA	NA	2	1	"PlainPuck"	NA
24	"RO10CH"	0.8198256	NA	4.1801744	NA	1.759999	NA	NA	2	1	"PlainPuck"	NA
25	"RO10CH"	2.399004	NA	2.600996	NA	1.179999	NA	NA	2	1	"PlainPuck"	NA
26	"RO10CH"	1.524221	NA	3.475779	NA	1.579999	NA	NA	2	1	"PlainPuck"	NA
27	"RO10CH"	0.4009809	NA	4.5990191	NA	2.579998	NA	NA	2	1	"PlainPuck"	NA
28	"RO10CH"	3.221561	NA	1.778439	NA	0.9999996	NA	NA	2	1	"PlainPuck"	NA
29	"RO10CH"	1.085657	NA	3.914343	NA	2.219999	NA	NA	2	1	"PlainPuck"	NA
30	"RO10CH"	3.036387	NA	1.963613	NA	1.12	NA	NA	2	1	"PlainPuck"	NA
31	"RO10CH"	0.07701683	NA	4.92298317	NA	2.299999	NA	NA	2	1	"PlainPuck"	NA
32	"RO10CH"	2.862993	NA	2.137007	NA	1.06	NA	NA	2	1	"PlainPuck"	NA
33	"RO10CH"	0.6226239	NA	4.3773761	NA	2.059999	NA	NA	2	1	"PlainPuck"	NA
34	"RO10CH"	3.791548	NA	1.208452	NA	0.6799999	NA	NA	2	1	"PlainPuck"	NA
35	"RO10CH"	2.155217	NA	2.844783	NA	0.9799996	NA	NA	2	1	"PlainPuck"	NA
36	"RO10CH"	1.602242	NA	3.397758	NA	2.079999	NA	NA	2	1	"PlainPuck"	NA
37	"RO10CH"	2.048796	NA	2.951204	NA	1.599999	NA	NA	2	1	"PlainPuck"	NA
38	"RO10CH"	0.554903	NA	4.445097	NA	1.959999	NA	NA	2	1	"PlainPuck"	NA
39	"RO10CH"	0.2224307	NA	4.7775693	NA	2.379998	NA	NA	2	1	"PlainPuck"	NA
40	"RO10CH"	0.3361154	NA	4.6638846	NA	2.159999	NA	NA	2	1	"PlainPuck"	NA
41	"RO10CH"	1.7351	NA	3.2649	NA	1.719999	NA	NA	2	1	"PlainPuck"	NA
42	"RO10CH"	1.028887	NA	3.971113	NA	1.779999	NA	NA	2	1	"PlainPuck"	NA
43	"RO10CH"	0.1946821	NA	4.8053179	NA	2.259999	NA	NA	2	1	"PlainPuck"	NA
44	"RO10CH"	1.368987	NA	3.631013	NA	1.879999	NA	NA	2	1	"PlainPuck"	NA
45	"RO10CH"	3.634115	NA	1.365885	NA	0.7199998	NA	NA	2	1	"PlainPuck"	NA
46	"RO10CH"	2.164404	NA	2.835596	NA	1.639999	NA	NA	2	1	"PlainPuck"	NA
47	"RO10CH"	0.2352409	NA	4.7647591	NA	2.839998	NA	NA	2	1	"PlainPuck"	NA
48	"RO10CH"	0.2776203	NA	4.7223797	NA	2.479998	NA	NA	2	1	"PlainPuck"	NA
49	"RO10CH"	2.118905	NA	2.881095	NA	1.399999	NA	NA	2	1	"PlainPuck"	NA
50	"RO10CH"	0.2067165	NA	4.7932835	NA	1.739999	NA	NA	2	1	"PlainPuck"	NA
1	"RO10CH"	0.4698472	1.37733232	4.5301528	0.907485120000004	0.42	3.62266768	-3.62266768	2	4	"FiveRings"	1.5
2	"RO10CH"	0.6859455	2.41213461999998	4.3140545	1.72618911999998	0.58	2.58786538000002	-2.58786538000002	2	4	"FiveRings"	1.5
3	"RO10CH"	1.976132	2.79963104	3.023868	0.823499040000004	0.4	2.20036896	-2.20036896	2	4	"FiveRings"	1.5
4	"RO10CH"	1.913591	3.19782063200001	3.086409	1.28422963200001	0.5000001	1.80217936799999	-1.80217936799999	2	4	"FiveRings"	1.5
5	"RO10CH"	2.206481	3.49071063200001	2.793519	1.28422963200001	0.5000001	1.50928936799999	-1.50928936799999	2	4	"FiveRings"	1.5
6	"RO10CH"	2.449077	5.25492412799997	2.550923	2.80584712799997	0.7399998	0.254924127999973	0.254924127999973	2	4	"FiveRings"	1.5
7	"RO10CH"	2.747989	3.83569459200001	2.252011	1.08770559200001	0.4600001	1.16430540799999	-1.16430540799999	2	4	"FiveRings"	1.5
8	"RO10CH"	2.7528	5.40941996799998	2.2472	2.65661996799997	0.7199998	0.409419967999975	0.409419967999975	2	4	"FiveRings"	1.5
9	"RO10CH"	3.763172	4.16838224	1.236828	0.405210240000001	0.28	0.831617759999999	-0.831617759999999	2	4	"FiveRings"	1.5
10	"RO10CH"	1.896655	4.13005016399998	3.103345	2.23339516399998	0.6599999	0.869949836000022	-0.869949836000022	2	4	"FiveRings"	1.5
11	"RO10CH"	3.105235	3.77300044	1.894765	0.667765440000003	0.36	1.22699956	-1.22699956	2	4	"FiveRings"	1.5
12	"RO10CH"	2.635032	3.81896161200001	2.364968	1.18392961200001	0.4800001	1.18103838799999	-1.18103838799999	2	4	"FiveRings"	1.5
13	"RO10CH"	0.6767797	3.79330914799997	4.3232203	3.11652944799997	0.7799998	1.20669085200003	-1.20669085200003	2	4	"FiveRings"	1.5
14	"RO10CH"	0.9400234	4.21800800799997	4.0599766	3.27798460799997	0.7999998	0.781991992000031	-0.781991992000031	2	4	"FiveRings"	1.5
15	"RO10CH"	1.842363	4.21275734399998	3.157637	2.37039434399998	0.6799999	0.787242656000023	-0.787242656000023	2	4	"FiveRings"	1.5
16	"RO10CH"	1.266692	4.87982461999996	3.733308	3.61313261999996	0.8399997	0.120175380000036	-0.120175380000036	2	4	"FiveRings"	1.5
17	"RO10CH"	2.065152	5.34313660799997	2.934848	3.27798460799997	0.7999998	0.343136607999968	0.343136607999968	2	4	"FiveRings"	1.5
18	"RO10CH"	1.212447	5.54482897999996	3.787553	4.33238197999996	0.9199997	0.544828979999957	0.544828979999957	2	4	"FiveRings"	1.5
19	"RO10CH"	3.69273	4.22106584	1.30727	0.528335840000003	0.32	0.778934159999997	-0.778934159999997	2	4	"FiveRings"	1.5
20	"RO10CH"	0.5228457	2.13243081999999	4.4771543	1.60958511999999	0.56	2.86756918000001	-2.86756918000001	2	4	"FiveRings"	1.5
21	"RO10CH"	0.9399552	2.22418483200001	4.0600448	1.28422963200001	0.5000001	2.77581516799999	-2.77581516799999	2	4	"FiveRings"	1.5
22	"RO10CH"	2.077759	3.92462811999998	2.922241	1.84686911999998	0.6	1.07537188000002	-1.07537188000002	2	4	"FiveRings"	1.5
23	"RO10CH"	1.569991	3.41686011999998	3.430009	1.84686911999998	0.6	1.58313988000002	-1.58313988000002	2	4	"FiveRings"	1.5
24	"RO10CH"	0.6395912	3.29621116799997	4.3604088	2.65661996799997	0.7199998	1.70378883200003	-1.70378883200003	2	4	"FiveRings"	1.5
25	"RO10CH"	2.538199	3.533756572	2.461801	0.995557572000004	0.4400001	1.466243428	-1.466243428	2	4	"FiveRings"	1.5
26	"RO10CH"	3.872733	4.080609	1.127267	0.207876	0.2	0.919391	-0.919391	2	4	"FiveRings"	1.5
27	"RO10CH"	3.54518	4.21294544	1.45482	0.667765440000003	0.36	0.787054559999997	-0.787054559999997	2	4	"FiveRings"	1.5
28	"RO10CH"	2.71742	4.81789198399998	2.28258	2.10047198399998	0.6399999	0.18210801600002	-0.18210801600002	2	4	"FiveRings"	1.5
29	"RO10CH"	0.9573836	4.07391304799997	4.0426164	3.11652944799997	0.7799998	0.926086952000031	-0.926086952000031	2	4	"FiveRings"	1.5
30	"RO10CH"	0.2086821	5.32552841999995	4.7913179	5.11684631999995	0.9999996	0.325528419999949	0.325528419999949	2	4	"FiveRings"	1.5
31	"RO10CH"	3.292671	3.88868364	1.707329	0.596012640000003	0.34	1.11131636	-1.11131636	2	4	"FiveRings"	1.5
32	"RO10CH"	1.330678	2.71928311999999	3.669322	1.38860511999999	0.52	2.28071688000001	-2.28071688000001	2	4	"FiveRings"	1.5
33	"RO10CH"	0.06668139	3.34466599799997	4.93331861	3.27798460799997	0.7999998	1.65533400200003	-1.65533400200003	2	4	"FiveRings"	1.5
34	"RO10CH"	0.05525064	4.38763261999996	4.94474936	4.33238197999996	0.9199997	0.612367380000043	-0.612367380000043	2	4	"FiveRings"	1.5
35	"RO10CH"	0.9034119	3.56003186799997	4.0965881	2.65661996799997	0.7199998	1.43996813200003	-1.43996813200003	2	4	"FiveRings"	1.5
36	"RO10CH"	1.318128	3.16499711999998	3.681872	1.84686911999998	0.6	1.83500288000002	-1.83500288000002	2	4	"FiveRings"	1.5
37	"RO10CH"	3.157831	3.82559644	1.842169	0.667765440000003	0.36	1.17440356	-1.17440356	2	4	"FiveRings"	1.5
38	"RO10CH"	3.299581	4.90916611999998	1.700419	1.60958511999999	0.56	0.090833880000015	-0.090833880000015	2	4	"FiveRings"	1.5
39	"RO10CH"	3.363562	3.89189784	1.636438	0.528335840000002	0.32	1.10810216	-1.10810216	2	4	"FiveRings"	1.5
40	"RO10CH"	3.12646	4.73604511999998	1.87354	1.60958511999999	0.56	0.263954880000015	-0.263954880000015	2	4	"FiveRings"	1.5
41	"RO10CH"	0.6750989	3.48094602799997	4.3249011	2.80584712799997	0.7399998	1.51905397200003	-1.51905397200003	2	4	"FiveRings"	1.5
42	"RO10CH"	3.611944	3.96170544	1.388056	0.349761440000001	0.26	1.03829456	-1.03829456	2	4	"FiveRings"	1.5
43	"RO10CH"	3.92296	4.130836	1.07704	0.207876	0.2	0.869164	-0.869164	2	4	"FiveRings"	1.5
44	"RO10CH"	0.7988343	5.32121765999995	4.2011657	4.52238335999995	0.9399996	0.321217659999954	0.321217659999954	2	4	"FiveRings"	1.5
45	"RO10CH"	3.972642	4.43737704	1.027358	0.464735040000002	0.3	0.562622959999998	-0.562622959999998	2	4	"FiveRings"	1.5
46	"RO10CH"	0.3308697	6.97754249999993	4.6691303	6.64667279999993	1.14	1.97754249999993	1.97754249999993	2	4	"FiveRings"	1.5
47	"RO10CH"	0.8035321	4.08151670799997	4.1964679	3.27798460799997	0.7999998	0.918483292000031	-0.918483292000031	2	4	"FiveRings"	1.5
48	"RO10CH"	2.698338	4.66996280399998	2.301662	1.97162480399998	0.6199999	0.33003719600002	-0.33003719600002	2	4	"FiveRings"	1.5
49	"RO10CH"	0.633091	7.75353495999993	4.366909	7.12044395999993	1.179999	2.75353495999993	2.75353495999993	2	4	"FiveRings"	1.5
50	"RO10CH"	3.421932	4.24543104	1.578068	0.823499040000003	0.4	0.754568959999997	-0.754568959999997	2	4	"FiveRings"	1.5
51	"RO10CH"	1.508573	4.46772328799997	3.491427	2.95915028799997	0.7599998	0.532276712000028	-0.532276712000028	2	4	"FiveRings"	1.5
52	"RO10CH"	3.807356	4.27209104	1.192644	0.464735040000002	0.3	0.727908959999998	-0.727908959999998	2	4	"FiveRings"	1.5
53	"RO10CH"	3.634953	4.04016324	1.365047	0.405210240000002	0.28	0.959836759999998	-0.959836759999998	2	4	"FiveRings"	1.5
54	"RO10CH"	0.9851909	4.42870666799997	4.0148091	3.44351576799997	0.8199998	0.571293332000033	-0.571293332000033	2	4	"FiveRings"	1.5
55	"RO10CH"	0.1739306	2.14555540399998	4.8260694	1.97162480399998	0.6199999	2.85444459600002	-2.85444459600002	2	4	"FiveRings"	1.5
56	"RO10CH"	2.901454	3.64504824	2.098546	0.743594240000003	0.38	1.35495176	-1.35495176	2	4	"FiveRings"	1.5
57	"RO10CH"	2.41142	3.31890512	2.58858	0.907485120000004	0.42	1.68109488	-1.68109488	2	4	"FiveRings"	1.5
58	"RO10CH"	2.668002	3.75570759200001	2.331998	1.08770559200001	0.4600001	1.24429240799999	-1.24429240799999	2	4	"FiveRings"	1.5
59	"RO10CH"	1.478962	3.57943398399998	3.521038	2.10047198399998	0.6399999	1.42056601600002	-1.42056601600002	2	4	"FiveRings"	1.5
60	"RO10CH"	0.3502555	6.99692829999993	4.6497445	6.64667279999993	1.14	1.99692829999993	1.99692829999993	2	4	"FiveRings"	1.5
61	"RO10CH"	2.494193	3.489750572	2.505807	0.995557572000004	0.4400001	1.510249428	-1.510249428	2	4	"FiveRings"	1.5
62	"RO10CH"	1.602119	4.11358852399998	3.397881	2.51146952399998	0.6999999	0.886411476000024	-0.886411476000024	2	4	"FiveRings"	1.5
63	"RO10CH"	0.06295919	5.17980550999995	4.93704081	5.11684631999995	0.9999996	0.179805509999949	0.179805509999949	2	4	"FiveRings"	1.5
64	"RO10CH"	1.963014	3.05071959200001	3.036986	1.08770559200001	0.4600001	1.94928040799999	-1.94928040799999	2	4	"FiveRings"	1.5
65	"RO10CH"	0.6143298	2.98472414399998	4.3856702	2.37039434399998	0.6799999	2.01527585600002	-2.01527585600002	2	4	"FiveRings"	1.5
66	"RO10CH"	1.331333	2.51526261200001	3.668667	1.18392961200001	0.4800001	2.48473738799999	-2.48473738799999	2	4	"FiveRings"	1.5
67	"RO10CH"	0.549943	3.50909328799997	4.450057	2.95915028799997	0.7599998	1.49090671200003	-1.49090671200003	2	4	"FiveRings"	1.5
68	"RO10CH"	3.872889	3.9756042	1.127111	0.1027152	0.14	1.0243958	-1.0243958	2	4	"FiveRings"	1.5
69	"RO10CH"	3.832396	4.13078464	1.167604	0.298388639999999	0.24	0.869215360000001	-0.869215360000001	2	4	"FiveRings"	1.5
70	"RO10CH"	1.595879	2.88010863200001	3.404121	1.28422963200001	0.5000001	2.11989136799999	-2.11989136799999	2	4	"FiveRings"	1.5
71	"RO10CH"	1.180662	3.41405716399998	3.819338	2.23339516399998	0.6599999	1.58594283600002	-1.58594283600002	2	4	"FiveRings"	1.5
72	"RO10CH"	3.329332	4.23681712	1.670668	0.907485120000004	0.42	0.763182879999996	-0.763182879999996	2	4	"FiveRings"	1.5
73	"RO10CH"	0.8155103	4.09349490799997	4.1844897	3.27798460799997	0.7999998	0.906505092000032	-0.906505092000032	2	4	"FiveRings"	1.5
74	"RO10CH"	2.099139	4.07076380399998	2.900861	1.97162480399998	0.6199999	0.929236196000019	-0.929236196000019	2	4	"FiveRings"	1.5
75	"RO10CH"	2.005935	3.61552011999999	2.994065	1.60958511999999	0.56	1.38447988000001	-1.38447988000001	2	4	"FiveRings"	1.5
76	"RO10CH"	2.235173	3.73223011999999	2.764827	1.49705711999999	0.54	1.26776988000001	-1.26776988000001	2	4	"FiveRings"	1.5
77	"RO10CH"	1.096594	2.70617911999998	3.903406	1.60958511999998	0.56	2.29382088000002	-2.29382088000002	2	4	"FiveRings"	1.5
78	"RO10CH"	0.5849905	2.95538484399998	4.4150095	2.37039434399998	0.6799999	2.04461515600002	-2.04461515600002	2	4	"FiveRings"	1.5
79	"RO10CH"	2.147372	3.23507759200001	2.852628	1.08770559200001	0.4600001	1.76492240799999	-1.76492240799999	2	4	"FiveRings"	1.5
80	"RO10CH"	1.829524	3.11375363200001	3.170476	1.28422963200001	0.5000001	1.88624636799999	-1.88624636799999	2	4	"FiveRings"	1.5
81	"RO10CH"	1.562209	3.53383380399998	3.437791	1.97162480399998	0.6199999	1.46616619600002	-1.46616619600002	2	4	"FiveRings"	1.5
82	"RO10CH"	3.450735	3.85594524	1.549265	0.405210240000002	0.28	1.14405476	-1.14405476	2	4	"FiveRings"	1.5
83	"RO10CH"	1.938314	3.12224361200001	3.061686	1.18392961200001	0.4800001	1.87775638799999	-1.87775638799999	2	4	"FiveRings"	1.5
84	"RO10CH"	0.4319034	3.87541916799997	4.5680966	3.44351576799997	0.8199998	1.12458083200003	-1.12458083200003	2	4	"FiveRings"	1.5
85	"RO10CH"	2.345479	3.341036572	2.654521	0.995557572000004	0.4400001	1.658963428	-1.658963428	2	4	"FiveRings"	1.5
86	"RO10CH"	1.42682	3.93828952399998	3.57318	2.51146952399997	0.6999999	1.06171047600002	-1.06171047600002	2	4	"FiveRings"	1.5
87	"RO10CH"	3.031242	4.026799572	1.968758	0.995557572000004	0.4400001	0.973200427999996	-0.973200427999996	2	4	"FiveRings"	1.5
88	"RO10CH"	3.704526	3.8382188	1.295474	0.1336928	0.16	1.1617812	-1.1617812	2	4	"FiveRings"	1.5
89	"RO10CH"	3.357925	3.70768644	1.642075	0.349761440000001	0.26	1.29231356	-1.29231356	2	4	"FiveRings"	1.5
90	"RO10CH"	3.850924	4.31565904	1.149076	0.464735040000002	0.3	0.684340959999998	-0.684340959999998	2	4	"FiveRings"	1.5
91	"RO10CH"	1.554011	5.88639297999996	3.445989	4.33238197999996	0.9199997	0.886392979999957	0.886392979999957	2	4	"FiveRings"	1.5
92	"RO10CH"	3.526146	4.34964504	1.473854	0.823499040000004	0.4	0.650354959999996	-0.650354959999996	2	4	"FiveRings"	1.5
93	"RO10CH"	0.9724526	6.29560939999995	4.0275474	5.32315679999995	1.02	1.29560939999995	1.29560939999995	2	4	"FiveRings"	1.5
94	"RO10CH"	3.412476	4.15607024	1.587524	0.743594240000003	0.38	0.843929759999996	-0.843929759999996	2	4	"FiveRings"	1.5
95	"RO10CH"	2.555922	3.94452711999999	2.444078	1.38860511999999	0.52	1.05547288000001	-1.05547288000001	2	4	"FiveRings"	1.5
96	"RO10CH"	1.302585	5.82496835999995	3.697415	4.52238335999995	0.9399996	0.824968359999954	0.824968359999954	2	4	"FiveRings"	1.5
97	"RO10CH"	1.233554	3.60394834399998	3.766446	2.37039434399998	0.6799999	1.39605165600002	-1.39605165600002	2	4	"FiveRings"	1.5
98	"RO10CH"	3.510911	3.91612124	1.489089	0.405210240000002	0.28	1.08387876	-1.08387876	2	4	"FiveRings"	1.5
99	"RO10CH"	3.181618	4.177175572	1.818382	0.995557572000004	0.4400001	0.822824427999996	-0.822824427999996	2	4	"FiveRings"	1.5
100	"RO10CH"	2.625204	5.28182396799997	2.374796	2.65661996799997	0.7199998	0.281823967999975	0.281823967999975	2	4	"FiveRings"	1.5
1	"RO10CH"	1.677574	7.86676759999994	3.322426	6.18919359999994	1.1	2.86676759999994	2.86676759999994	2	3	"FiveRings"	1.5
2	"RO10CH"	2.258941	9.14045555999993	2.741059	6.88151455999993	1.159999	4.14045555999993	4.14045555999993	2	3	"FiveRings"	1.5
3	"RO10CH"	3.341751	6.61973560799997	1.658249	3.27798460799997	0.7999998	1.61973560799997	1.61973560799997	2	3	"FiveRings"	1.5
4	"RO10CH"	1.128502	10.5828223599999	3.871498	9.4543203599999	1.359999	5.58282235999991	5.58282235999991	2	3	"FiveRings"	1.5
5	"RO10CH"	3.653581	6.02397534399998	1.346419	2.37039434399998	0.6799999	1.02397534399998	1.02397534399998	2	3	"FiveRings"	1.5
6	"RO10CH"	3.228602	6.50658660799997	1.771398	3.27798460799997	0.7999998	1.50658660799997	1.50658660799997	2	3	"FiveRings"	1.5
7	"RO10CH"	0.02556562	8.66522817999991	4.97443438	8.63966255999991	1.299999	3.66522817999991	3.66522817999991	2	3	"FiveRings"	1.5
8	"RO10CH"	3.060884	5.43127834399998	1.939116	2.37039434399998	0.6799999	0.431278343999978	0.431278343999978	2	3	"FiveRings"	1.5
9	"RO10CH"	3.615166	5.22475111999999	1.384834	1.60958511999999	0.56	0.224751119999985	0.224751119999985	2	3	"FiveRings"	1.5
10	"RO10CH"	1.28731	11.5929721599999	3.71269	10.3056621599999	1.419999	6.5929721599999	6.5929721599999	2	3	"FiveRings"	1.5
11	"RO10CH"	2.718857	6.86531263999996	2.281143	4.14645563999996	0.8999997	1.86531263999996	1.86531263999996	2	3	"FiveRings"	1.5
12	"RO10CH"	3.877062	6.99359144799997	1.122938	3.11652944799997	0.7799998	1.99359144799997	1.99359144799997	2	3	"FiveRings"	1.5
13	"RO10CH"	0.4259124	10.7315745599999	4.5740876	10.3056621599999	1.419999	5.7315745599999	5.7315745599999	2	3	"FiveRings"	1.5
14	"RO10CH"	1.87661	10.2528719599999	3.12339	8.37626195999992	1.279999	5.25287195999991	5.25287195999991	2	3	"FiveRings"	1.5
15	"RO10CH"	3.91491	6.42637952399997	1.08509	2.51146952399997	0.6999999	1.42637952399997	1.42637952399997	2	3	"FiveRings"	1.5
16	"RO10CH"	0.6118374	19.8331031999998	4.3881626	19.2212657999998	1.939999	14.8331031999998	14.8331031999998	2	3	"FiveRings"	1.5
17	"RO10CH"	3.723101	5.95649616399998	1.276899	2.23339516399998	0.6599999	0.956496163999978	0.956496163999978	2	3	"FiveRings"	1.5
18	"RO10CH"	2.874577	6.66140795999996	2.125423	3.78683095999996	0.8599997	1.66140795999996	1.66140795999996	2	3	"FiveRings"	1.5
19	"RO10CH"	3.60646	7.21959261999996	1.39354	3.61313261999996	0.8399997	2.21959261999996	2.21959261999996	2	3	"FiveRings"	1.5
20	"RO10CH"	2.005156	9.36860535999993	2.994844	7.36344935999993	1.199999	4.36860535999993	4.36860535999993	2	3	"FiveRings"	1.5
21	"RO10CH"	3.499929	8.21639067999996	1.500071	4.71646167999996	0.9599996	3.21639067999996	3.21639067999996	2	3	"FiveRings"	1.5
22	"RO10CH"	0.3291407	17.2483067799998	4.6708593	16.9191660799998	1.819999	12.2483067799998	12.2483067799998	2	3	"FiveRings"	1.5
23	"RO10CH"	2.177365	5.79049761999996	2.822635	3.61313261999996	0.8399997	0.790497619999964	0.790497619999964	2	3	"FiveRings"	1.5
24	"RO10CH"	1.607376	5.93975797999996	3.392624	4.33238197999996	0.9199997	0.939757979999957	0.939757979999957	2	3	"FiveRings"	1.5
25	"RO10CH"	3.870147	4.77763212	1.129853	0.907485120000004	0.42	0.222367879999996	-0.222367879999996	2	3	"FiveRings"	1.5
26	"RO10CH"	0.9403987	5.27278067999996	4.0596013	4.33238197999996	0.9199997	0.272780679999958	0.272780679999958	2	3	"FiveRings"	1.5
27	"RO10CH"	0.6341963	10.3682212599999	4.3658037	9.73402495999991	1.379999	5.3682212599999	5.3682212599999	2	3	"FiveRings"	1.5
28	"RO10CH"	1.12377	10.0309091599999	3.87623	8.90713915999991	1.319999	5.03090915999991	5.03090915999991	2	3	"FiveRings"	1.5
29	"RO10CH"	3.794878	5.52106711999998	1.205122	1.72618911999998	0.58	0.521067119999983	0.521067119999983	2	3	"FiveRings"	1.5
30	"RO10CH"	1.802701	8.21859619999994	3.197299	6.41589519999994	1.12	3.21859619999994	3.21859619999994	2	3	"FiveRings"	1.5
31	"RO10CH"	3.454365	4.95142211999999	1.545635	1.49705711999999	0.54	0.0485778800000141	-0.0485778800000141	2	3	"FiveRings"	1.5
32	"RO10CH"	1.986361	4.94551128799997	3.013639	2.95915028799997	0.7599998	0.0544887120000279	-0.0544887120000279	2	3	"FiveRings"	1.5
33	"RO10CH"	2.590238	5.54938828799997	2.409762	2.95915028799997	0.7599998	0.549388287999972	0.549388287999972	2	3	"FiveRings"	1.5
34	"RO10CH"	0.8239064	6.14706319999995	4.1760936	5.32315679999995	1.02	1.14706319999995	1.14706319999995	2	3	"FiveRings"	1.5
35	"RO10CH"	0.2896576	11.7875473999999	4.7103424	11.4978897999999	1.499999	6.78754739999989	6.78754739999989	2	3	"FiveRings"	1.5
36	"RO10CH"	2.415109	8.83100419999994	2.584891	6.41589519999994	1.12	3.83100419999994	3.83100419999994	2	3	"FiveRings"	1.5
37	"RO10CH"	3.910919	4.906476572	1.089081	0.995557572000004	0.4400001	0.0935234279999957	-0.0935234279999957	2	3	"FiveRings"	1.5
38	"RO10CH"	1.937898	7.90446599999994	3.062102	5.96656799999994	1.08	2.90446599999994	2.90446599999994	2	3	"FiveRings"	1.5
39	"RO10CH"	0.7029371	8.31346785999993	4.2970629	7.61053075999993	1.219999	3.31346785999993	3.31346785999993	2	3	"FiveRings"	1.5
40	"RO10CH"	2.004941	6.15139663999996	2.995059	4.14645563999996	0.8999997	1.15139663999996	1.15139663999996	2	3	"FiveRings"	1.5
41	"RO10CH"	1.349395	10.5280867599999	3.650605	9.17869175999991	1.339999	5.52808675999991	5.52808675999991	2	3	"FiveRings"	1.5
42	"RO10CH"	0.1095262	13.5180667999999	4.8904738	13.4085405999999	1.619999	8.51806679999987	8.51806679999987	2	3	"FiveRings"	1.5
43	"RO10CH"	1.488687	7.90458219999994	3.511313	6.41589519999994	1.12	2.90458219999994	2.90458219999994	2	3	"FiveRings"	1.5
44	"RO10CH"	0.2578321	4.97429377999996	4.7421679	4.71646167999996	0.9599996	0.0257062200000444	-0.0257062200000444	2	3	"FiveRings"	1.5
45	"RO10CH"	0.2891459	8.92880845999991	4.7108541	8.63966255999991	1.299999	3.92880845999991	3.92880845999991	2	3	"FiveRings"	1.5
46	"RO10CH"	0.5523591	10.0066794599999	4.4476409	9.45432035999991	1.359999	5.00667945999991	5.00667945999991	2	3	"FiveRings"	1.5
47	"RO10CH"	0.9599423	4.40345806799997	4.0400577	3.44351576799997	0.8199998	0.596541932000033	-0.596541932000033	2	3	"FiveRings"	1.5
48	"RO10CH"	1.71057	6.23295335999995	3.28943	4.52238335999995	0.9399996	1.23295335999995	1.23295335999995	2	3	"FiveRings"	1.5
49	"RO10CH"	2.252729	6.39918463999996	2.747271	4.14645563999996	0.8999997	1.39918463999996	1.39918463999996	2	3	"FiveRings"	1.5
50	"RO10CH"	0.7856507	9.16191265999992	4.2143493	8.37626195999992	1.279999	4.16191265999992	4.16191265999992	2	3	"FiveRings"	1.5
51	"RO10CH"	2.904205	4.75107411999998	2.095795	1.84686911999998	0.6	0.248925880000018	-0.248925880000018	2	3	"FiveRings"	1.5
52	"RO10CH"	0.3118529	10.6175150599999	4.6881471	10.3056621599999	1.419999	5.6175150599999	5.6175150599999	2	3	"FiveRings"	1.5
53	"RO10CH"	3.509595	4.17736044	1.490405	0.667765440000003	0.36	0.822639559999997	-0.822639559999997	2	3	"FiveRings"	1.5
54	"RO10CH"	3.144906	4.87109511999998	1.855094	1.72618911999998	0.58	0.128904880000016	-0.128904880000016	2	3	"FiveRings"	1.5
55	"RO10CH"	1.237832	7.88450479999993	3.762168	6.64667279999993	1.14	2.88450479999993	2.88450479999993	2	3	"FiveRings"	1.5
56	"RO10CH"	1.553124	7.51969199999994	3.446876	5.96656799999994	1.08	2.51969199999994	2.51969199999994	2	3	"FiveRings"	1.5
57	"RO10CH"	1.538306	7.50487399999994	3.461694	5.96656799999994	1.08	2.50487399999994	2.50487399999994	2	3	"FiveRings"	1.5
58	"RO10CH"	2.108218	8.29741159999994	2.891782	6.18919359999994	1.1	3.29741159999994	3.29741159999994	2	3	"FiveRings"	1.5
59	"RO10CH"	3.725398	5.00962763200001	1.274602	1.28422963200001	0.5000001	0.00962763200000616	0.00962763200000616	2	3	"FiveRings"	1.5
60	"RO10CH"	2.677124	7.00950597999996	2.322876	4.33238197999996	0.9199997	2.00950597999996	2.00950597999996	2	3	"FiveRings"	1.5
61	"RO10CH"	1.018877	11.9124911999999	3.981123	10.8936141999999	1.459999	6.91249119999989	6.91249119999989	2	3	"FiveRings"	1.5
62	"RO10CH"	2.035765	7.78378339999994	2.964235	5.74801839999994	1.06	2.78378339999994	2.78378339999994	2	3	"FiveRings"	1.5
63	"RO10CH"	2.014077	9.37752635999993	2.985923	7.36344935999993	1.199999	4.37752635999993	4.37752635999993	2	3	"FiveRings"	1.5
64	"RO10CH"	0.8015184	8.91845575999992	4.1984816	8.11693735999992	1.259999	3.91845575999992	3.91845575999992	2	3	"FiveRings"	1.5
65	"RO10CH"	0.6542435	10.1085638599999	4.3457565	9.45432035999991	1.359999	5.10856385999991	5.10856385999991	2	3	"FiveRings"	1.5
66	"RO10CH"	0.5395799	5.45419589999995	4.4604201	4.91461599999995	0.9799996	0.45419589999995	0.45419589999995	2	3	"FiveRings"	1.5
67	"RO10CH"	3.248102	4.85768711999998	1.751898	1.60958511999998	0.56	0.142312880000016	-0.142312880000016	2	3	"FiveRings"	1.5
